type,value,chembl,target
IC50,7.295,CHEMBL3358939,25
IC50,7.27,CHEMBL1094206,25
IC50,7.27,CHEMBL95644,25
IC50,7.35,CHEMBL1086115,25
IC50,6.63,CHEMBL3605933,25
IC50,6.92,CHEMBL1911546,25
IC50,6.65,CHEMBL139835,25
IC50,8.28,CHEMBL3421873,25
IC50,8.005,CHEMBL2023241,25
IC50,7.466666666666666666666666667,CHEMBL1668088,25
IC50,6.12,CHEMBL231803,25
IC50,6.30,CHEMBL318513,25
IC50,8.29,CHEMBL1644759,25
IC50,7.11,CHEMBL415524,25
IC50,6.77,CHEMBL102754,25
IC50,7.18,CHEMBL46029,25
IC50,7.65,CHEMBL3126946,25
IC50,7.565,CHEMBL304482,25
IC50,6.50,CHEMBL480800,25
IC50,6.47,CHEMBL232434,25
IC50,8.016666666666666666666666667,CHEMBL235365,25
IC50,7.76,CHEMBL1684347,25
IC50,7.58,CHEMBL195524,25
IC50,7.5975,CHEMBL317578,25
IC50,4.47,CHEMBL228655,25
IC50,5.68,CHEMBL2419309,25
IC50,7.68,CHEMBL442744,25
IC50,8.645,CHEMBL3706946,25
IC50,6.36,CHEMBL49873,25
IC50,7.89,CHEMBL1682435,25
IC50,7.63,CHEMBL1682431,25
IC50,6.69,CHEMBL4169100,25
IC50,5.705,CHEMBL292721,25
IC50,6.995,CHEMBL267431,25
IC50,5.39,CHEMBL232833,25
IC50,7.75,CHEMBL380790,25
IC50,8.81,CHEMBL3964502,25
IC50,7.70,CHEMBL391917,25
IC50,8.16,CHEMBL3421891,25
IC50,7.855,CHEMBL1911662,25
IC50,9.19,CHEMBL3666811,25
IC50,6.58,CHEMBL228932,25
IC50,6.89,CHEMBL3582115,25
IC50,7.55,CHEMBL219069,25
IC50,7.435,CHEMBL1254174,25
IC50,7.64,CHEMBL3261169,25
IC50,9.21,CHEMBL3897280,25
IC50,6.50,CHEMBL1091440,25
IC50,5.67,CHEMBL1097475,25
IC50,7.92,CHEMBL3706939,25
IC50,5.17,CHEMBL3263754,25
IC50,8.266666666666666666666666667,CHEMBL1668068,25
IC50,8.15,CHEMBL515671,25
IC50,7.46,CHEMBL1094207,25
IC50,6.50,CHEMBL3093450,25
IC50,6.62,CHEMBL380646,25
IC50,7.61,CHEMBL3093440,25
IC50,7.86,CHEMBL1911655,25
IC50,8.24,CHEMBL298687,25
IC50,7.084,CHEMBL235591,25
IC50,6.05,CHEMBL3647449,25
IC50,6.01,CHEMBL186467,25
IC50,5.42,CHEMBL2419306,25
IC50,7.25,CHEMBL1911545,25
IC50,6.46,CHEMBL1095541,25
IC50,8.175,CHEMBL1682426,25
IC50,7.743333333333333333333333333,CHEMBL2022653,25
IC50,7.23,CHEMBL4515467,25
IC50,7.535,CHEMBL236853,25
IC50,7.425,CHEMBL469944,25
IC50,6.15,CHEMBL395535,25
IC50,8.215,CHEMBL3261424,25
IC50,8.98,CHEMBL218214,25
IC50,6.735,CHEMBL264841,25
IC50,6.665,CHEMBL71871,25
IC50,8.08,CHEMBL552770,25
IC50,7.80,CHEMBL517933,25
IC50,6.69,CHEMBL231111,25
IC50,7.07,CHEMBL182984,25
IC50,8.25,CHEMBL194059,25
IC50,5.97,CHEMBL228767,25
IC50,8.3075,CHEMBL236229,25
IC50,5.50,CHEMBL1258901,25
IC50,7.24,CHEMBL3126955,25
IC50,7.365,CHEMBL3126933,25
IC50,7.24,CHEMBL4210967,25
IC50,7.473333333333333333333333333,CHEMBL4203199,25
IC50,8.12,CHEMBL3605927,25
IC50,6.78,CHEMBL101907,25
IC50,7.91,CHEMBL1254344,25
IC50,8.02,CHEMBL2022651,25
IC50,7.38,CHEMBL1940555,25
IC50,6.06,CHEMBL2087285,25
IC50,7.55,CHEMBL1086260,25
IC50,7.71,CHEMBL3358927,25
IC50,6.77,CHEMBL3358941,25
IC50,5.39,CHEMBL232832,25
IC50,7.87,CHEMBL362914,25
IC50,9.48,CHEMBL222900,25
IC50,7.75,CHEMBL4092066,25
IC50,7.26,CHEMBL3261165,25
IC50,7.345,CHEMBL327757,25
IC50,7.82,CHEMBL386915,25
IC50,8.50,CHEMBL1644760,25
IC50,6.47,CHEMBL3093455,25
IC50,6.975,CHEMBL68804,25
IC50,7.06,CHEMBL1911543,25
IC50,7.12,CHEMBL4202668,25
IC50,8.26,CHEMBL197312,25
IC50,8.20,CHEMBL465919,25
IC50,6.88,CHEMBL184120,25
IC50,8.55,CHEMBL263091,25
IC50,7.42,CHEMBL232219,25
IC50,7.96,CHEMBL650,25
IC50,8.80,CHEMBL4210441,25
IC50,8.24,CHEMBL1257572,25
IC50,8.70,CHEMBL2023616,25
IC50,7.10,CHEMBL464907,25
IC50,7.68,CHEMBL549778,25
IC50,7.85,CHEMBL540936,25
IC50,7.705,CHEMBL184771,25
IC50,7.78,CHEMBL4161175,25
IC50,8.05,CHEMBL193760,25
IC50,6.90,CHEMBL1084360,25
IC50,7.58,CHEMBL389621,25
IC50,5.44,CHEMBL233661,25
IC50,7.33,CHEMBL1940691,25
IC50,8.00,CHEMBL3094479,25
IC50,6.62,CHEMBL233660,25
IC50,7.99,CHEMBL194077,25
IC50,5.68,CHEMBL1098849,25
IC50,6.82,CHEMBL3582116,25
IC50,6.96,CHEMBL537887,25
IC50,8.06,CHEMBL3352882,25
IC50,5.14,CHEMBL307518,28
IC50,7.38,CHEMBL336487,28
IC50,4.375,CHEMBL76272,28
IC50,5.08,CHEMBL305926,28
IC50,5.37,CHEMBL290930,28
IC50,6.66,CHEMBL372371,28
IC50,6.00,CHEMBL492839,28
IC50,5.22,CHEMBL4447274,28
IC50,7.13,CHEMBL323375,28
IC50,5.64,CHEMBL550296,28
IC50,6.80,CHEMBL41609,28
IC50,6.41,CHEMBL565179,28
IC50,5.495,CHEMBL75213,28
IC50,6.64,CHEMBL1095919,28
IC50,5.64,CHEMBL4088617,28
IC50,5.15,CHEMBL157857,28
IC50,5.185,CHEMBL73527,28
IC50,4.34,CHEMBL75891,28
IC50,5.30,CHEMBL75556,28
IC50,4.39,CHEMBL311404,28
IC50,5.34,CHEMBL492837,28
IC50,6.10,CHEMBL1818549,28
IC50,4.08,CHEMBL75731,28
IC50,5.14,CHEMBL4551599,28
IC50,5.64,CHEMBL195578,28
IC50,5.07,CHEMBL446665,28
IC50,6.12,CHEMBL41445,28
IC50,4.89,CHEMBL104694,28
IC50,6.27,CHEMBL75759,28
IC50,6.55,CHEMBL550842,28
IC50,5.55,CHEMBL381413,28
IC50,5.06,CHEMBL74219,28
IC50,5.80,CHEMBL4459098,28
IC50,6.58,CHEMBL1818548,28
IC50,4.29,CHEMBL311149,28
IC50,5.53,CHEMBL306308,28
IC50,4.37,CHEMBL141869,28
IC50,6.555,CHEMBL2368783,28
IC50,4.93,CHEMBL104110,28
IC50,6.92,CHEMBL495124,28
IC50,6.64,CHEMBL556091,28
IC50,7.54,CHEMBL3099582,28
IC50,6.32,CHEMBL306790,28
IC50,7.01,CHEMBL321977,28
IC50,5.05,CHEMBL307964,28
IC50,7.50,CHEMBL169896,28
IC50,5.41,CHEMBL2348553,28
IC50,6.12,CHEMBL564277,28
IC50,6.23,CHEMBL104851,28
IC50,6.81,CHEMBL1801873,28
IC50,7.47,CHEMBL1738740,28
IC50,5.29,CHEMBL105208,28
IC50,4.00,CHEMBL224974,28
IC50,5.535,CHEMBL2368782,28
IC50,7.40,CHEMBL522363,28
IC50,5.60,CHEMBL158790,28
IC50,5.76,CHEMBL105150,28
IC50,6.35,CHEMBL4546953,28
IC50,5.89,CHEMBL4570994,28
IC50,6.983333333333333333333333333,CHEMBL306705,28
IC50,5.75,CHEMBL72991,28
IC50,6.06,CHEMBL4543727,28
IC50,5.75,CHEMBL105260,28
IC50,7.325,CHEMBL225180,28
IC50,6.03,CHEMBL1097931,28
IC50,7.40,CHEMBL434209,28
IC50,6.15,CHEMBL73594,28
IC50,7.66,CHEMBL306597,28
IC50,5.505,CHEMBL57310,28
IC50,6.13,CHEMBL92234,28
IC50,4.70,CHEMBL105426,28
IC50,7.24,CHEMBL420280,28
IC50,5.69,CHEMBL2360464,28
IC50,6.22,CHEMBL4457367,28
IC50,6.62,CHEMBL317901,28
IC50,4.45,CHEMBL74311,28
IC50,7.12,CHEMBL320108,28
IC50,4.68,CHEMBL75530,28
IC50,5.89,CHEMBL4536417,28
IC50,5.22,CHEMBL74216,28
IC50,6.10,CHEMBL4445927,28
IC50,6.58,CHEMBL104483,28
IC50,6.75,CHEMBL265510,28
IC50,6.0575,CHEMBL400364,28
IC50,4.54,CHEMBL157775,28
IC50,5.35,CHEMBL70515,28
IC50,4.46,CHEMBL433111,28
IC50,6.32,CHEMBL105726,28
IC50,6.27,CHEMBL104748,28
IC50,5.89,CHEMBL4458595,28
IC50,6.85,CHEMBL105370,28
IC50,4.213333333333333333333333333,CHEMBL3407794,28
IC50,5.89,CHEMBL319624,28
IC50,4.80,CHEMBL383829,28
IC50,6.165,CHEMBL312542,28
IC50,7.05,CHEMBL320621,28
IC50,7.27,CHEMBL388340,28
IC50,6.32,CHEMBL156551,28
IC50,6.24,CHEMBL1095266,28
IC50,4.60,CHEMBL104104,28
IC50,4.78,CHEMBL72458,28
IC50,5.27,CHEMBL418894,28
IC50,6.66,CHEMBL564937,28
IC50,5.66,CHEMBL2348567,28
IC50,5.05,CHEMBL154935,28
IC50,5.78,CHEMBL4591608,28
IC50,5.77,CHEMBL4447254,28
IC50,6.68,CHEMBL195355,28
IC50,6.11,CHEMBL105519,28
IC50,7.17,CHEMBL1738741,28
IC50,6.32,CHEMBL323539,28
IC50,6.82,CHEMBL43454,28
IC50,6.66,CHEMBL104846,28
IC50,5.255,CHEMBL423859,28
IC50,6.17,CHEMBL105384,28
IC50,6.16,CHEMBL4458803,28
IC50,5.323333333333333333333333333,CHEMBL75592,28
IC50,4.79,CHEMBL274495,28
IC50,6.62,CHEMBL104759,28
IC50,5.54,CHEMBL104638,28
IC50,6.38,CHEMBL1097598,28
IC50,4.70,CHEMBL400304,28
IC50,4.47,CHEMBL73229,28
IC50,4.28,CHEMBL4567826,28
IC50,6.89,CHEMBL4470361,28
IC50,6.54,CHEMBL347223,28
IC50,5.45,CHEMBL104624,28
IC50,4.66,CHEMBL308380,28
IC50,6.04,CHEMBL105045,28
IC50,5.31,CHEMBL1791078,28
IC50,4.283333333333333333333333333,CHEMBL3407793,28
IC50,6.72,CHEMBL105435,28
IC50,4.00,CHEMBL294973,28
IC50,6.44,CHEMBL73440,28
IC50,4.093333333333333333333333333,CHEMBL3407792,28
IC50,5.94,CHEMBL73971,28
IC50,8.92,CHEMBL1253498,28
IC50,4.57,CHEMBL76015,28
IC50,4.383333333333333333333333333,CHEMBL3407790,28
IC50,6.32,CHEMBL3099580,28
IC50,5.465,CHEMBL72371,28
IC50,4.62,CHEMBL90795,28
IC50,6.33,CHEMBL4544605,28
IC50,6.23,CHEMBL2368784,28
IC50,6.38,CHEMBL1094275,28
IC50,5.32,CHEMBL307237,28
IC50,6.21,CHEMBL102317,28
IC50,6.00,CHEMBL439973,28
IC50,6.34,CHEMBL195782,28
IC50,5.63,CHEMBL40195,28
IC50,5.85,CHEMBL370639,28
IC50,5.183333333333333333333333333,CHEMBL307278,28
IC50,6.07,CHEMBL105597,28
IC50,6.50,CHEMBL104871,28
IC50,5.75,CHEMBL2426247,28
IC50,4.13,CHEMBL75376,28
IC50,4.99,CHEMBL34259,28
IC50,5.90,CHEMBL348979,28
IC50,6.58,CHEMBL522517,28
IC50,5.57,CHEMBL381723,28
IC50,6.32,CHEMBL4079829,28
IC50,5.12,CHEMBL73601,28
IC50,6.96,CHEMBL492838,28
IC50,7.37,CHEMBL104358,28
IC50,5.62,CHEMBL161457,28
IC50,4.08,CHEMBL92589,28
IC50,6.19,CHEMBL321284,28
IC50,6.26,CHEMBL1096899,28
IC50,5.961111111111111111111111111,CHEMBL225071,28
IC50,5.24,CHEMBL319914,28
IC50,8.62,CHEMBL4531593,28
IC50,6.92,CHEMBL4060383,28
IC50,6.80,CHEMBL75136,28
IC50,6.58,CHEMBL4562561,28
IC50,6.08,CHEMBL370106,28
IC50,7.34,CHEMBL252132,28
IC50,5.51,CHEMBL1095594,28
IC50,4.70,CHEMBL161567,28
IC50,6.42,CHEMBL551985,28
IC50,6.55,CHEMBL495125,28
IC50,5.73,CHEMBL1098901,28
IC50,5.96,CHEMBL202176,28
IC50,5.15,CHEMBL1097231,28
IC50,5.77,CHEMBL2348547,28
IC50,5.70,CHEMBL141118,28
IC50,6.27,CHEMBL389643,28
IC50,5.38,CHEMBL76244,28
IC50,4.62,CHEMBL75194,28
IC50,5.50,CHEMBL4591345,28
IC50,6.05,CHEMBL371913,28
IC50,6.41,CHEMBL1093100,28
IC50,7.05,CHEMBL371860,28
IC50,5.96,CHEMBL4069070,28
IC50,8.33,CHEMBL1160192,28
IC50,5.26,CHEMBL350921,28
IC50,5.88,CHEMBL312313,28
IC50,7.11,CHEMBL105425,28
IC50,5.16,CHEMBL73755,28
IC50,6.36,CHEMBL1095264,28
IC50,5.85,CHEMBL401073,28
IC50,4.765,CHEMBL75501,28
IC50,8.20,CHEMBL1160181,28
IC50,5.46,CHEMBL4465849,28
IC50,4.58,CHEMBL202098,28
IC50,5.87,CHEMBL319629,28
IC50,5.36,CHEMBL309184,28
IC50,4.23,CHEMBL308862,28
IC50,4.72,CHEMBL306172,28
IC50,8.05,CHEMBL104230,28
IC50,6.34,CHEMBL4565065,28
IC50,5.89,CHEMBL252338,28
IC50,6.01,CHEMBL104670,28
IC50,5.11,CHEMBL73228,28
IC50,4.36,CHEMBL75894,28
IC50,6.30,CHEMBL323294,28
IC50,7.17,CHEMBL265098,28
IC50,5.34,CHEMBL564004,28
IC50,5.305,CHEMBL306255,28
IC50,6.57,CHEMBL76122,28
IC50,8.00,CHEMBL1160200,28
IC50,6.47,CHEMBL102469,28
IC50,4.26,CHEMBL161265,28
IC50,5.84,CHEMBL307399,28
IC50,6.12,CHEMBL1097597,28
IC50,6.81,CHEMBL1801872,28
IC50,6.10,CHEMBL364453,28
IC50,6.92,CHEMBL307914,28
IC50,6.34,CHEMBL371698,28
IC50,5.49,CHEMBL3099581,28
IC50,6.43,CHEMBL73487,28
IC50,6.03,CHEMBL320470,28
IC50,6.47,CHEMBL138500,28
IC50,7.258333333333333333333333333,CHEMBL422395,28
IC50,6.89,CHEMBL4550585,28
IC50,5.25,CHEMBL436761,28
IC50,5.78,CHEMBL1099239,28
IC50,4.186666666666666666666666667,CHEMBL3407789,28
IC50,7.17,CHEMBL323363,28
IC50,4.58,CHEMBL443272,28
IC50,6.13,CHEMBL4460523,28
IC50,5.51,CHEMBL76106,28
IC50,5.44,CHEMBL2348552,28
IC50,5.64,CHEMBL252133,28
IC50,6.66,CHEMBL420279,28
IC50,6.27,CHEMBL1093099,28
IC50,4.953333333333333333333333333,CHEMBL225072,28
IC50,6.51,CHEMBL102275,28
IC50,7.44,CHEMBL105026,28
IC50,5.01,CHEMBL74773,28
IC50,8.00,CHEMBL1160189,28
IC50,6.12,CHEMBL76322,28
IC50,4.26,CHEMBL39175,28
IC50,5.41,CHEMBL307586,28
IC50,5.82,CHEMBL253581,28
IC50,5.92,CHEMBL494067,28
IC50,6.52,CHEMBL40321,28
IC50,6.62,CHEMBL201617,28
IC50,6.54,CHEMBL104096,28
IC50,7.27,CHEMBL551049,28
IC50,5.05,CHEMBL142176,28
IC50,5.03,CHEMBL104267,28
IC50,5.50,CHEMBL2348577,28
IC50,4.36,CHEMBL76071,28
IC50,6.64,CHEMBL1097599,28
IC50,6.20,CHEMBL73200,28
IC50,6.64,CHEMBL263192,28
IC50,5.00,CHEMBL253796,28
IC50,5.62,CHEMBL140323,28
IC50,7.17,CHEMBL1160054,28
IC50,5.55,CHEMBL4437270,28
IC50,6.25,CHEMBL4587877,28
IC50,6.00,CHEMBL4454174,28
IC50,6.32,CHEMBL102938,28
IC50,6.456666666666666666666666667,CHEMBL400485,28
IC50,6.30,CHEMBL104025,28
IC50,5.27,CHEMBL429308,28
IC50,4.87,CHEMBL75476,28
IC50,5.57,CHEMBL22973,28
IC50,4.54,CHEMBL74702,28
IC50,6.77,CHEMBL321527,28
IC50,4.10,CHEMBL157434,28
IC50,5.43,CHEMBL446714,28
IC50,4.81,CHEMBL73927,28
IC50,4.20,CHEMBL106699,28
IC50,8.26,CHEMBL1160188,28
IC50,5.92,CHEMBL563212,28
IC50,5.96,CHEMBL449543,28
IC50,4.05,CHEMBL2180553,28
IC50,5.71,CHEMBL4463368,28
IC50,6.37,CHEMBL330484,28
IC50,7.70,CHEMBL310936,28
IC50,6.04,CHEMBL2348566,28
IC50,5.80,CHEMBL2348548,28
IC50,5.76,CHEMBL1097201,28
IC50,6.16,CHEMBL560912,28
IC50,7.29,CHEMBL224868,28
IC50,6.43,CHEMBL103029,28
IC50,5.92,CHEMBL1095267,28
IC50,4.01,CHEMBL305610,28
IC50,5.62,CHEMBL325744,28
IC50,6.96,CHEMBL492836,28
IC50,4.87,CHEMBL75473,28
IC50,5.57,CHEMBL196706,28
IC50,6.41,CHEMBL4459197,28
IC50,6.81,CHEMBL123446,28
IC50,5.42,CHEMBL104533,28
IC50,5.54,CHEMBL252134,28
IC50,4.64,CHEMBL371005,28
IC50,5.97,CHEMBL1099256,28
IC50,5.92,CHEMBL2348563,28
IC50,5.81,CHEMBL73591,28
IC50,6.84,CHEMBL101425,28
IC50,6.72,CHEMBL1094274,28
IC50,4.51,CHEMBL329619,28
IC50,4.01,CHEMBL4584953,28
IC50,6.89,CHEMBL320464,28
IC50,5.42,CHEMBL4442032,28
IC50,5.25,CHEMBL550769,28
IC50,7.38,CHEMBL306149,28
IC50,5.96,CHEMBL551768,28
IC50,5.27,CHEMBL596672,28
IC50,5.12,CHEMBL74485,28
IC50,5.92,CHEMBL4445309,28
IC50,6.77,CHEMBL44037,28
IC50,6.866,CHEMBL389051,28
IC50,5.58,CHEMBL201618,28
IC50,5.51,CHEMBL440496,28
IC50,5.89,CHEMBL538143,28
IC50,6.05,CHEMBL2348559,28
IC50,6.92,CHEMBL105899,28
IC50,5.66,CHEMBL4579109,28
IC50,5.51,CHEMBL96148,28
IC50,5.62,CHEMBL196235,28
IC50,5.94,CHEMBL74253,28
IC50,6.58,CHEMBL4451239,28
IC50,5.89,CHEMBL253795,28
IC50,4.28,CHEMBL76456,28
IC50,6.21,CHEMBL2348578,28
IC50,7.743333333333333333333333333,CHEMBL25889,28
IC50,5.24,CHEMBL24599,28
IC50,6.00,CHEMBL371666,28
IC50,6.47,CHEMBL1096259,28
IC50,5.70,CHEMBL72496,28
IC50,7.24,CHEMBL104410,28
IC50,7.35,CHEMBL104856,28
IC50,5.47,CHEMBL1095593,28
IC50,7.05,CHEMBL114987,28
IC50,5.29,CHEMBL61708,28
IC50,6.24,CHEMBL322176,28
IC50,6.55,CHEMBL195867,28
IC50,5.92,CHEMBL364975,28
IC50,6.28,CHEMBL73314,28
IC50,6.22,CHEMBL4476613,28
IC50,6.84,CHEMBL306775,28
IC50,4.77,CHEMBL73018,28
IC50,7.40,CHEMBL291075,28
IC50,6.54,CHEMBL307015,28
IC50,4.61,CHEMBL68969,28
IC50,4.82,CHEMBL75003,28
IC50,5.386666666666666666666666667,CHEMBL306046,28
IC50,5.76,CHEMBL74847,28
IC50,5.80,CHEMBL72132,28
IC50,4.60,CHEMBL310263,28
IC50,6.64,CHEMBL201941,28
IC50,6.85,CHEMBL4096329,28
IC50,4.15,CHEMBL2180552,28
IC50,7.70,CHEMBL169981,28
IC50,5.48,CHEMBL305611,28
IC50,5.85,CHEMBL419876,28
IC50,6.36,CHEMBL74724,28
IC50,4.82,CHEMBL73713,28
IC50,5.68,CHEMBL2348571,28
IC50,5.53,CHEMBL74440,28
IC50,4.95,CHEMBL24701,28
IC50,6.47,CHEMBL75044,28
IC50,5.85,CHEMBL370992,28
IC50,4.163333333333333333333333333,CHEMBL3407791,28
IC50,5.75,CHEMBL4570248,28
IC50,5.25,CHEMBL202337,28
IC50,6.77,CHEMBL103059,28
IC50,6.46,CHEMBL295866,28
IC50,7.80,CHEMBL3660743,30
IC50,6.44,CHEMBL1562069,30
IC50,6.28,CHEMBL3660718,30
IC50,8.22,CHEMBL3660744,30
IC50,7.82,CHEMBL3660745,30
IC50,6.78,CHEMBL3667539,30
IC50,7.30,CHEMBL3128207,30
IC50,7.635,CHEMBL113640,30
IC50,7.24,CHEMBL3660712,30
IC50,6.41,CHEMBL3918259,30
IC50,7.64,CHEMBL3667538,30
IC50,5.66,CHEMBL3660714,30
IC50,6.82,CHEMBL4081886,30
IC50,5.46,CHEMBL3128205,30
IC50,6.52,CHEMBL112437,30
IC50,6.82,CHEMBL109649,30
IC50,5.82,CHEMBL325841,30
IC50,5.66,CHEMBL3961354,30
IC50,5.62,CHEMBL3128208,30
IC50,7.00,CHEMBL109641,30
IC50,8.19,CHEMBL3660730,30
IC50,6.81,CHEMBL3660724,30
IC50,7.46,CHEMBL3660746,30
IC50,6.33,CHEMBL4079452,30
IC50,5.14,CHEMBL113855,30
IC50,5.34,CHEMBL4083412,30
IC50,5.70,CHEMBL1335126,30
IC50,6.67,CHEMBL3667537,30
IC50,8.22,CHEMBL3660739,30
IC50,5.82,CHEMBL110472,30
IC50,5.30,CHEMBL4202537,30
IC50,6.42,CHEMBL3667545,30
IC50,7.17,CHEMBL4090473,30
IC50,6.00,CHEMBL324628,30
IC50,4.09,CHEMBL115581,30
IC50,8.05,CHEMBL3660735,30
IC50,4.86,CHEMBL3896786,30
IC50,5.68,CHEMBL336693,30
IC50,5.82,CHEMBL109925,30
IC50,7.00,CHEMBL132065,30
IC50,6.40,CHEMBL134275,30
IC50,6.62,CHEMBL112865,30
IC50,8.15,CHEMBL3660732,30
IC50,6.57,CHEMBL113617,30
IC50,6.96,CHEMBL3915386,30
IC50,6.653333333333333333333333333,CHEMBL486422,30
IC50,7.10,CHEMBL115109,30
IC50,8.05,CHEMBL3660727,30
IC50,5.92,CHEMBL3971230,30
IC50,8.05,CHEMBL3660726,30
IC50,8.40,CHEMBL3660748,30
IC50,8.30,CHEMBL3660728,30
IC50,4.38,CHEMBL3900749,30
IC50,5.28,CHEMBL3972447,30
IC50,7.40,CHEMBL114083,30
IC50,7.33,CHEMBL3660716,30
IC50,8.10,CHEMBL3660738,30
IC50,5.05,CHEMBL8145,30
IC50,6.52,CHEMBL3667546,30
IC50,6.39,CHEMBL3128206,30
IC50,8.64,CHEMBL3660752,30
IC50,7.00,CHEMBL3128203,30
IC50,5.77,CHEMBL3128209,30
IC50,7.24,CHEMBL3660721,30
IC50,7.82,CHEMBL3660741,30
IC50,8.22,CHEMBL3660749,30
IC50,5.19,CHEMBL1360390,30
IC50,6.72,CHEMBL4072941,30
IC50,7.19,CHEMBL3660740,30
IC50,6.82,CHEMBL111984,30
IC50,7.17,CHEMBL1349972,30
IC50,5.14,CHEMBL3919382,30
IC50,7.20,CHEMBL3667535,30
IC50,7.00,CHEMBL113586,30
IC50,7.07,CHEMBL3660725,30
IC50,7.16,CHEMBL113113,30
IC50,7.05,CHEMBL3660719,30
IC50,6.33,CHEMBL3667541,30
IC50,7.68,CHEMBL3660722,30
IC50,6.60,CHEMBL109868,30
IC50,7.02,CHEMBL3660733,30
IC50,5.92,CHEMBL1328547,30
IC50,8.30,CHEMBL3660742,30
IC50,6.89,CHEMBL326803,30
IC50,6.58,CHEMBL3660734,30
IC50,5.68,CHEMBL3667543,30
IC50,6.05,CHEMBL3667544,30
IC50,6.64,CHEMBL3276621,30
IC50,6.92,CHEMBL113058,30
IC50,6.76,CHEMBL3660729,30
IC50,7.02,CHEMBL3660723,30
IC50,6.96,CHEMBL4099822,30
IC50,7.675,CHEMBL112007,30
IC50,7.37,CHEMBL3660736,30
IC50,6.55,CHEMBL112070,30
IC50,5.68,CHEMBL3128210,30
IC50,8.22,CHEMBL3660750,30
IC50,6.89,CHEMBL262662,30
IC50,5.46,CHEMBL110038,30
IC50,8.30,CHEMBL3660751,30
IC50,6.82,CHEMBL4078971,30
IC50,4.96,CHEMBL3933862,30
IC50,7.25,CHEMBL115092,30
IC50,7.85,CHEMBL112696,30
IC50,5.16,CHEMBL276473,30
IC50,6.48,CHEMBL3660713,30
IC50,5.35,CHEMBL112259,30
IC50,7.96,CHEMBL113123,30
IC50,6.32,CHEMBL3667542,30
IC50,5.30,CHEMBL4213848,30
IC50,5.70,CHEMBL326965,30
IC50,6.425,CHEMBL112165,30
IC50,7.82,CHEMBL3660731,30
IC50,7.60,CHEMBL3667547,30
IC50,8.30,CHEMBL3660747,30
IC50,5.85,CHEMBL3934998,30
IC50,5.82,CHEMBL4061563,30
IC50,6.16,CHEMBL111989,30
IC50,5.92,CHEMBL419936,30
IC50,5.95,CHEMBL3667540,30
IC50,5.77,CHEMBL3660717,30
IC50,6.99,CHEMBL3667536,30
IC50,5.60,CHEMBL112286,30
IC50,6.58,CHEMBL115314,30
IC50,6.50,CHEMBL326236,30
IC50,7.40,CHEMBL114397,30
IC50,5.77,CHEMBL115161,30
IC50,6.47,CHEMBL4064364,30
IC50,6.27,CHEMBL2172315,35
IC50,6.77,CHEMBL3263958,35
IC50,6.04,CHEMBL3943066,35
IC50,5.07,CHEMBL3582427,35
IC50,7.38,CHEMBL1944966,35
IC50,6.47,CHEMBL3824130,35
IC50,7.50,CHEMBL1944963,35
IC50,7.335,CHEMBL1945467,35
IC50,6.61,CHEMBL2042693,35
IC50,7.47,CHEMBL2042828,35
IC50,6.40,CHEMBL2403827,35
IC50,6.44,CHEMBL2403841,35
IC50,6.22,CHEMBL1939494,35
IC50,5.21,CHEMBL2312654,35
IC50,4.52,CHEMBL2312649,35
IC50,6.38,CHEMBL2403842,35
IC50,6.13,CHEMBL3934268,35
IC50,7.00,CHEMBL3918852,35
IC50,6.83,CHEMBL2158530,35
IC50,6.33,CHEMBL1939320,35
IC50,6.27,CHEMBL2403846,35
IC50,4.10,CHEMBL226813,35
IC50,7.09,CHEMBL3824185,35
IC50,7.92,CHEMBL1944962,35
IC50,6.80,CHEMBL522328,35
IC50,6.34,CHEMBL1823221,35
IC50,6.32,CHEMBL3823577,35
IC50,5.03,CHEMBL452965,35
IC50,6.75,CHEMBL1945455,35
IC50,5.01,CHEMBL512933,35
IC50,5.54,CHEMBL3263964,35
IC50,5.74,CHEMBL1076199,35
IC50,7.17,CHEMBL3218857,35
IC50,5.94,CHEMBL1076468,35
IC50,6.46,CHEMBL1642263,35
IC50,5.16,CHEMBL202830,35
IC50,7.92,CHEMBL464552,35
IC50,8.10,CHEMBL1644802,35
IC50,6.33,CHEMBL3805899,35
IC50,6.37,CHEMBL3805002,35
IC50,7.52,CHEMBL1644804,35
IC50,8.28,CHEMBL1945931,35
IC50,8.20,CHEMBL513897,35
IC50,6.85,CHEMBL1083527,35
IC50,6.00,CHEMBL3984255,35
IC50,7.21,CHEMBL1642260,35
IC50,5.00,CHEMBL188502,35
IC50,5.55,CHEMBL1630114,35
IC50,5.33,CHEMBL2312290,35
IC50,6.14,CHEMBL1922972,35
IC50,5.52,CHEMBL1939492,35
IC50,6.43,CHEMBL2403843,35
IC50,8.77,CHEMBL575448,35
IC50,6.70,CHEMBL2436978,35
IC50,6.08,CHEMBL1796251,35
IC50,7.03,CHEMBL494993,35
IC50,6.52,CHEMBL4062738,35
IC50,5.82,CHEMBL1076200,35
IC50,5.40,CHEMBL176078,35
IC50,5.84,CHEMBL1076473,35
IC50,7.32,CHEMBL3218859,35
IC50,5.55,CHEMBL558708,35
IC50,5.66,CHEMBL23254,35
IC50,6.22,CHEMBL495026,35
IC50,6.00,CHEMBL398610,35
IC50,5.15,CHEMBL1087002,35
IC50,5.04,CHEMBL1922976,35
IC50,7.28,CHEMBL1945463,35
