type,value,chembl,target
IC50,8.68,CHEMBL1917415,25
IC50,7.76,CHEMBL4166499,25
IC50,8.625,CHEMBL1254994,25
IC50,8.145,CHEMBL3126949,25
IC50,6.98,CHEMBL306697,25
IC50,8.693333333333333333333333333,CHEMBL3261410,25
IC50,7.41,CHEMBL181493,25
IC50,6.75,CHEMBL3261170,25
IC50,9.05,CHEMBL429466,25
IC50,7.96,CHEMBL1254494,25
IC50,6.7175,CHEMBL181604,25
IC50,7.96,CHEMBL429842,25
IC50,7.87,CHEMBL1911548,25
IC50,8.46,CHEMBL3666818,25
IC50,8.77,CHEMBL3421886,25
IC50,5.96,CHEMBL308890,25
IC50,7.17,CHEMBL404640,25
IC50,6.00,CHEMBL1215623,25
IC50,7.72,CHEMBL1390,25
IC50,7.4275,CHEMBL100219,25
IC50,10.15,CHEMBL3933702,25
IC50,6.475,CHEMBL306491,25
IC50,7.16,CHEMBL4203771,25
IC50,7.42,CHEMBL375348,25
IC50,6.375,CHEMBL2087298,25
IC50,5.50,CHEMBL1083253,25
IC50,6.12,CHEMBL65743,25
IC50,5.00,CHEMBL3261173,25
IC50,6.11,CHEMBL52148,25
IC50,6.07,CHEMBL1253818,25
IC50,7.785,CHEMBL46199,25
IC50,10.03,CHEMBL4094154,25
IC50,7.71,CHEMBL4162539,25
IC50,8.155,CHEMBL222127,25
IC50,6.00,CHEMBL3581693,25
IC50,8.77,CHEMBL1940694,25
IC50,7.08,CHEMBL3358954,25
IC50,6.33,CHEMBL63768,25
IC50,8.24,CHEMBL503041,25
IC50,6.66,CHEMBL70449,25
IC50,7.75,CHEMBL1940690,25
IC50,6.42,CHEMBL182726,25
IC50,6.36,CHEMBL48439,25
IC50,9.10,CHEMBL310570,25
IC50,7.885,CHEMBL2023239,25
IC50,8.00,CHEMBL1086484,25
IC50,8.405,CHEMBL3421875,25
IC50,9.136666666666666666666666667,CHEMBL3666804,25
IC50,8.395,CHEMBL2022858,25
IC50,5.68,CHEMBL186893,25
IC50,6.43,CHEMBL381387,25
IC50,7.03,CHEMBL263506,25
IC50,8.22,CHEMBL4099639,25
IC50,7.38,CHEMBL1684342,25
IC50,6.38,CHEMBL263814,25
IC50,8.00,CHEMBL193798,25
IC50,6.48,CHEMBL103,25
IC50,6.11,CHEMBL373567,25
IC50,7.17,CHEMBL242812,25
IC50,8.66,CHEMBL1917253,25
IC50,5.16,CHEMBL1928882,25
IC50,9.515,CHEMBL4098641,25
IC50,9.00,CHEMBL3666817,25
IC50,7.68,CHEMBL3582119,25
IC50,7.58,CHEMBL4167608,25
IC50,8.85,CHEMBL158091,25
IC50,8.20,CHEMBL1911644,25
IC50,8.66,CHEMBL195654,25
IC50,8.25,CHEMBL4082878,25
IC50,8.016666666666666666666666667,CHEMBL208996,25
IC50,7.675,CHEMBL65695,25
IC50,5.68,CHEMBL351447,25
IC50,6.89,CHEMBL206375,25
IC50,7.46,CHEMBL397239,25
IC50,8.15,CHEMBL311662,25
IC50,6.865,CHEMBL1940547,25
IC50,7.215,CHEMBL3358923,25
IC50,7.92,CHEMBL365821,25
IC50,7.48,CHEMBL428011,25
IC50,6.55,CHEMBL1096126,25
IC50,5.73,CHEMBL1395,25
IC50,5.88,CHEMBL282650,25
IC50,7.15,CHEMBL1086116,25
IC50,8.08,CHEMBL1684350,25
IC50,8.135,CHEMBL1762204,25
IC50,7.706666666666666666666666667,CHEMBL2022655,25
IC50,8.06,CHEMBL3126938,25
IC50,8.06,CHEMBL213453,25
IC50,7.96,CHEMBL3261414,25
IC50,5.24,CHEMBL4096901,25
IC50,7.86,CHEMBL4576596,25
IC50,8.76,CHEMBL3666815,25
IC50,7.90,CHEMBL3358933,25
IC50,6.18,CHEMBL401267,25
IC50,5.96,CHEMBL304966,25
IC50,6.60,CHEMBL1084716,25
IC50,6.24,CHEMBL72537,25
IC50,6.39,CHEMBL394345,25
IC50,5.42,CHEMBL3578271,25
IC50,7.43,CHEMBL3959591,25
IC50,6.78,CHEMBL3582113,25
IC50,6.26,CHEMBL553441,25
IC50,7.35,CHEMBL213621,25
IC50,8.11,CHEMBL632,25
IC50,4.75,CHEMBL1095097,25
IC50,6.35,CHEMBL71405,25
IC50,6.83,CHEMBL2107797,25
IC50,6.93,CHEMBL1940553,25
IC50,7.865,CHEMBL2023617,25
IC50,8.22,CHEMBL375838,25
IC50,6.885,CHEMBL182472,25
IC50,6.72,CHEMBL206278,25
IC50,7.69,CHEMBL4452917,25
IC50,7.90,CHEMBL4460554,25
IC50,6.20,CHEMBL1084344,25
IC50,7.32,CHEMBL4203918,25
IC50,8.10,CHEMBL467633,25
IC50,8.15,CHEMBL65868,25
IC50,8.175,CHEMBL3126942,25
IC50,7.79,CHEMBL221646,25
IC50,7.71,CHEMBL1254079,25
IC50,7.10,CHEMBL388432,25
IC50,7.69,CHEMBL1940698,25
IC50,8.18,CHEMBL1682420,25
IC50,6.435,CHEMBL3261171,25
IC50,5.00,CHEMBL1095542,25
IC50,7.28,CHEMBL4562338,25
IC50,6.29,CHEMBL3358924,25
IC50,8.28,CHEMBL3706945,25
IC50,6.52,CHEMBL1940556,25
IC50,6.80,CHEMBL3094474,25
IC50,7.62,CHEMBL1644765,25
IC50,5.74,CHEMBL186254,25
IC50,6.96,CHEMBL197552,25
IC50,8.50,CHEMBL558716,25
IC50,8.79,CHEMBL4213734,25
IC50,6.135,CHEMBL63431,25
IC50,5.26,CHEMBL2181926,25
IC50,7.845,CHEMBL266282,25
IC50,5.31,CHEMBL3578285,25
IC50,5.78,CHEMBL4528746,25
IC50,8.71,CHEMBL4172624,25
IC50,8.09,CHEMBL1201207,25
IC50,7.97,CHEMBL65221,25
IC50,5.47,CHEMBL3578274,25
IC50,6.55,CHEMBL1083149,25
IC50,8.885,CHEMBL3706941,25
IC50,7.18,CHEMBL231798,25
IC50,5.69,CHEMBL4105267,25
IC50,7.70,CHEMBL209574,25
IC50,8.92,CHEMBL382102,25
IC50,8.32,CHEMBL2023620,25
IC50,6.33,CHEMBL189843,25
IC50,6.52,CHEMBL390644,25
IC50,8.07,CHEMBL539699,25
IC50,8.10,CHEMBL392501,25
IC50,7.24,CHEMBL1451,25
IC50,8.403333333333333333333333333,CHEMBL1253819,25
IC50,7.41,CHEMBL4205353,25
IC50,6.52,CHEMBL204332,25
IC50,8.38,CHEMBL235208,25
IC50,6.465,CHEMBL302147,25
IC50,7.52,CHEMBL1094536,25
IC50,7.28,CHEMBL1095228,25
IC50,8.18,CHEMBL3970640,25
IC50,5.49,CHEMBL1099083,25
IC50,6.90,CHEMBL522432,25
IC50,7.075,CHEMBL419633,25
IC50,9.60,CHEMBL563812,25
IC50,7.90,CHEMBL1668069,25
IC50,8.053333333333333333333333333,CHEMBL3261417,25
IC50,8.03,CHEMBL4214015,25
IC50,6.97,CHEMBL2023233,25
IC50,6.725,CHEMBL3358945,25
IC50,8.033333333333333333333333333,CHEMBL1253899,25
IC50,6.25,CHEMBL3928010,25
IC50,5.95,CHEMBL236406,25
IC50,8.495,CHEMBL3706944,25
IC50,7.433333333333333333333333333,CHEMBL4209337,25
IC50,6.82,CHEMBL416831,25
IC50,6.81,CHEMBL63932,25
IC50,7.335,CHEMBL420001,25
IC50,8.725,CHEMBL3977631,25
IC50,6.09,CHEMBL389794,25
IC50,7.57,CHEMBL2024030,25
IC50,7.37,CHEMBL4172798,25
IC50,8.366666666666666666666666667,CHEMBL1668064,25
IC50,7.91,CHEMBL501474,25
IC50,7.11,CHEMBL219140,25
IC50,7.89,CHEMBL3933196,25
IC50,7.25,CHEMBL1084014,25
IC50,6.18,CHEMBL303094,25
IC50,7.39,CHEMBL65021,25
IC50,7.11,CHEMBL312627,25
IC50,7.61,CHEMBL1911660,25
IC50,6.66,CHEMBL49694,25
IC50,6.76,CHEMBL429618,25
IC50,7.975,CHEMBL4209089,25
IC50,5.96,CHEMBL2419300,25
IC50,8.00,CHEMBL1684230,25
IC50,7.96,CHEMBL219561,25
IC50,10.05,CHEMBL3940724,25
IC50,7.615,CHEMBL2024023,25
IC50,7.78,CHEMBL4173222,25
IC50,4.49,CHEMBL3264932,25
IC50,5.24,CHEMBL388462,25
IC50,7.685,CHEMBL3706933,25
IC50,7.006,CHEMBL99046,25
IC50,7.72,CHEMBL1201139,25
IC50,6.00,CHEMBL309134,25
IC50,7.00,CHEMBL134277,25
IC50,7.88,CHEMBL359515,25
IC50,7.95,CHEMBL4211898,25
IC50,8.575,CHEMBL3093463,25
IC50,7.805,CHEMBL1911661,25
IC50,6.20,CHEMBL3937406,25
IC50,8.175,CHEMBL3358921,25
IC50,7.64,CHEMBL3094467,25
IC50,7.32,CHEMBL3094477,25
IC50,8.833333333333333333333333333,CHEMBL1668078,25
IC50,6.705,CHEMBL302250,25
IC50,7.44,CHEMBL483095,25
IC50,7.20,CHEMBL1093772,25
IC50,8.233333333333333333333333333,CHEMBL79807,25
IC50,7.82,CHEMBL3093443,25
IC50,8.15,CHEMBL434183,25
IC50,7.09,CHEMBL401219,25
IC50,5.49,CHEMBL386630,25
IC50,5.52,CHEMBL3576885,25
IC50,7.075,CHEMBL3358946,25
IC50,9.70,CHEMBL564160,25
IC50,8.20,CHEMBL3126935,25
IC50,7.90,CHEMBL4077898,25
IC50,8.158,CHEMBL238360,25
IC50,7.43,CHEMBL190225,25
IC50,6.44,CHEMBL457242,25
IC50,8.34,CHEMBL294800,25
IC50,8.08,CHEMBL81591,25
IC50,7.45,CHEMBL1084013,25
IC50,6.965,CHEMBL2022861,25
IC50,6.975,CHEMBL3233270,25
IC50,7.67,CHEMBL525923,25
IC50,8.345,CHEMBL385450,25
IC50,6.24,CHEMBL308204,25
IC50,8.54,CHEMBL185524,25
IC50,6.34,CHEMBL400582,25
IC50,5.00,CHEMBL3261172,25
IC50,7.516666666666666666666666667,CHEMBL211266,25
IC50,8.52,CHEMBL219207,25
IC50,9.293333333333333333333333333,CHEMBL3666810,25
IC50,7.39,CHEMBL236320,25
IC50,7.24,CHEMBL4453035,25
IC50,7.20,CHEMBL396451,25
IC50,8.1325,CHEMBL236947,25
IC50,6.885,CHEMBL182058,25
IC50,7.27,CHEMBL1096467,25
IC50,6.68,CHEMBL296623,25
IC50,8.126666666666666666666666667,CHEMBL211441,25
IC50,7.64,CHEMBL1950694,25
IC50,7.79,CHEMBL3358926,25
IC50,9.846,CHEMBL1473,25
IC50,6.49,CHEMBL62981,25
IC50,5.29,CHEMBL282575,25
IC50,7.10,CHEMBL317921,25
IC50,8.00,CHEMBL216273,25
IC50,9.70,CHEMBL395716,25
IC50,7.50,CHEMBL386806,25
IC50,7.04,CHEMBL3582122,25
IC50,8.1925,CHEMBL1254734,25
IC50,7.24,CHEMBL427554,25
IC50,8.025,CHEMBL3706940,25
IC50,7.89,CHEMBL1911656,25
IC50,7.885,CHEMBL3126944,25
IC50,9.18,CHEMBL3666819,25
IC50,7.935,CHEMBL3358932,25
IC50,6.22,CHEMBL483096,25
IC50,5.75,CHEMBL136322,25
IC50,7.19,CHEMBL236754,25
IC50,7.725,CHEMBL4090392,25
IC50,8.10,CHEMBL4069357,25
IC50,6.855,CHEMBL3261174,25
IC50,10.30,CHEMBL3920760,25
IC50,7.19,CHEMBL245191,25
IC50,7.22,CHEMBL196051,25
IC50,7.00,CHEMBL239957,25
IC50,7.78,CHEMBL440877,25
IC50,6.58,CHEMBL430855,25
IC50,6.60,CHEMBL1089745,25
IC50,4.89,CHEMBL388363,25
IC50,7.38,CHEMBL1682433,25
IC50,5.32,CHEMBL188085,25
IC50,7.45,CHEMBL208779,25
IC50,7.538,CHEMBL419158,25
IC50,8.513333333333333333333333333,CHEMBL3261412,25
IC50,8.333333333333333333333333333,CHEMBL3421879,25
IC50,7.68,CHEMBL193986,25
IC50,7.42,CHEMBL110691,25
IC50,7.57,CHEMBL3094487,25
IC50,7.80,CHEMBL1668076,25
IC50,5.89,CHEMBL2087294,25
IC50,8.02,CHEMBL4438320,25
IC50,7.486666666666666666666666667,CHEMBL2022862,25
IC50,7.54,CHEMBL525273,25
IC50,5.62,CHEMBL3940435,25
IC50,8.33,CHEMBL1644755,25
IC50,8.40,CHEMBL219314,25
IC50,7.33,CHEMBL457241,25
IC50,7.39,CHEMBL65570,25
IC50,8.67,CHEMBL79335,25
IC50,6.63,CHEMBL71870,25
IC50,7.30,CHEMBL516033,25
IC50,7.18,CHEMBL182842,25
IC50,7.80,CHEMBL1668090,25
IC50,6.40,CHEMBL347159,25
IC50,7.38,CHEMBL371311,25
IC50,5.86,CHEMBL1097751,25
IC50,8.108,CHEMBL3962413,25
IC50,7.19,CHEMBL394860,25
IC50,7.53,CHEMBL1911651,25
IC50,8.30,CHEMBL1940557,25
IC50,5.895,CHEMBL303813,25
IC50,8.865,CHEMBL376264,25
IC50,7.12,CHEMBL1094231,25
IC50,8.975,CHEMBL221492,25
IC50,6.586666666666666666666666667,CHEMBL190838,25
IC50,8.07,CHEMBL1682438,25
IC50,7.41,CHEMBL181729,25
IC50,7.90,CHEMBL1684352,25
IC50,7.12,CHEMBL1940687,25
IC50,7.915,CHEMBL3358938,25
IC50,7.62,CHEMBL194012,25
IC50,8.20,CHEMBL1668072,25
IC50,7.131666666666666666666666667,CHEMBL392319,25
IC50,7.903333333333333333333333333,CHEMBL3261423,25
IC50,5.51,CHEMBL3578286,25
IC50,7.065,CHEMBL1911647,25
IC50,6.24,CHEMBL430192,25
IC50,6.16,CHEMBL1215549,25
IC50,7.75,CHEMBL3261406,25
IC50,6.715,CHEMBL2087291,25
IC50,7.60,CHEMBL1684341,25
IC50,7.75,CHEMBL3261167,25
IC50,6.46,CHEMBL2087290,25
IC50,6.65,CHEMBL102541,25
IC50,6.63,CHEMBL71818,25
IC50,8.50,CHEMBL461012,25
IC50,7.515,CHEMBL2087289,25
IC50,7.63,CHEMBL1911544,25
IC50,5.89,CHEMBL389152,25
IC50,5.89,CHEMBL233241,25
IC50,5.50,CHEMBL1085609,25
IC50,8.12,CHEMBL1760023,25
IC50,6.68,CHEMBL3093459,25
IC50,6.67,CHEMBL65497,25
IC50,7.80,CHEMBL211331,25
IC50,7.22,CHEMBL235480,25
IC50,7.86,CHEMBL2022658,25
IC50,5.66,CHEMBL2419296,25
IC50,5.42,CHEMBL67864,25
IC50,8.27,CHEMBL1512,25
IC50,8.585,CHEMBL221686,25
IC50,8.795,CHEMBL3706950,25
IC50,8.10,CHEMBL195723,25
IC50,6.57,CHEMBL1094797,25
IC50,5.75,CHEMBL3261400,25
IC50,9.50,CHEMBL559115,25
IC50,7.48,CHEMBL4217597,25
IC50,7.745,CHEMBL1684356,25
IC50,7.805,CHEMBL1254907,25
IC50,7.125,CHEMBL4064352,25
IC50,7.94,CHEMBL1940548,25
IC50,7.66,CHEMBL3605929,25
IC50,8.03,CHEMBL1911649,25
IC50,7.47,CHEMBL395795,25
IC50,8.85,CHEMBL1917251,25
IC50,8.30,CHEMBL1257453,25
IC50,7.89,CHEMBL3233273,25
IC50,9.20,CHEMBL3706934,25
IC50,7.70,CHEMBL3093460,25
IC50,5.49,CHEMBL104,25
IC50,7.64,CHEMBL1644761,25
IC50,7.17,CHEMBL392568,25
IC50,6.54,CHEMBL155725,25
IC50,8.42,CHEMBL457036,25
IC50,7.55,CHEMBL364511,25
IC50,9.126,CHEMBL3893393,25
IC50,7.795,CHEMBL258191,25
IC50,7.63,CHEMBL365818,25
IC50,9.225,CHEMBL3902818,25
IC50,7.42,CHEMBL3421874,25
IC50,5.60,CHEMBL1929036,25
IC50,7.25,CHEMBL244972,25
IC50,5.43,CHEMBL1215550,25
IC50,6.96,CHEMBL549364,25
IC50,8.42,CHEMBL525442,25
IC50,5.87,CHEMBL3891049,25
IC50,7.81,CHEMBL1254173,25
IC50,6.24,CHEMBL235688,25
IC50,9.70,CHEMBL397920,25
IC50,6.82,CHEMBL561460,25
IC50,8.36,CHEMBL1940689,25
IC50,7.47,CHEMBL219084,25
IC50,8.255,CHEMBL2023244,25
IC50,6.86,CHEMBL470784,25
IC50,7.32,CHEMBL374327,25
IC50,8.06,CHEMBL3093453,25
IC50,5.37,CHEMBL1479,25
IC50,7.91,CHEMBL4164900,25
IC50,8.82,CHEMBL372684,25
IC50,7.566666666666666666666666667,CHEMBL1668084,25
IC50,5.71,CHEMBL4077728,25
IC50,6.61,CHEMBL130141,25
IC50,8.106666666666666666666666667,CHEMBL3421889,25
IC50,7.58,CHEMBL1917248,25
IC50,8.82,CHEMBL312399,25
IC50,8.04,CHEMBL3647447,25
IC50,8.205,CHEMBL3706959,25
IC50,6.06,CHEMBL189306,25
IC50,7.00,CHEMBL237595,25
IC50,5.60,CHEMBL1084072,25
IC50,8.50,CHEMBL1257454,25
IC50,7.61,CHEMBL4074521,25
IC50,6.90,CHEMBL450943,25
IC50,8.015,CHEMBL2024022,25
IC50,7.05,CHEMBL211854,25
IC50,5.73,CHEMBL293409,25
IC50,7.32,CHEMBL3706937,25
IC50,8.27,CHEMBL3261419,25
IC50,8.36,CHEMBL1504,25
IC50,8.68,CHEMBL499630,25
IC50,6.855,CHEMBL304258,25
IC50,6.70,CHEMBL1089743,25
IC50,4.97,CHEMBL411,25
IC50,4.96,CHEMBL2407651,25
IC50,7.80,CHEMBL519947,25
IC50,6.07,CHEMBL236747,25
IC50,6.43,CHEMBL69389,25
IC50,6.03,CHEMBL235060,25
IC50,6.27,CHEMBL27769,25
IC50,4.85,CHEMBL250104,25
IC50,6.94,CHEMBL103232,25
IC50,7.56,CHEMBL3358947,25
IC50,8.91,CHEMBL3647441,25
IC50,7.02,CHEMBL3093458,25
IC50,5.77,CHEMBL1929040,25
IC50,7.19,CHEMBL395341,25
IC50,7.28,CHEMBL438885,25
IC50,8.80,CHEMBL1668081,25
IC50,6.50,CHEMBL1091439,25
IC50,7.595,CHEMBL3358922,25
IC50,7.70,CHEMBL194802,25
IC50,8.39,CHEMBL1682441,25
IC50,8.19,CHEMBL414449,25
IC50,7.41,CHEMBL68083,25
IC50,7.775,CHEMBL3261418,25
IC50,8.38,CHEMBL310420,25
IC50,6.30,CHEMBL1093055,25
IC50,8.435,CHEMBL2022652,25
IC50,7.19,CHEMBL4161968,25
IC50,5.69,CHEMBL134602,25
IC50,7.275,CHEMBL361406,25
IC50,7.04,CHEMBL3956011,25
IC50,7.43,CHEMBL3927299,25
IC50,8.28,CHEMBL509182,25
IC50,8.26,CHEMBL3358928,25
IC50,6.34,CHEMBL554774,25
IC50,7.635,CHEMBL1254651,25
IC50,7.76,CHEMBL1940551,25
IC50,7.63,CHEMBL1940693,25
IC50,7.146666666666666666666666667,CHEMBL2023236,25
IC50,7.60,CHEMBL3094475,25
IC50,6.99,CHEMBL559302,25
IC50,7.95,CHEMBL4164157,25
IC50,7.70,CHEMBL464245,25
IC50,6.92,CHEMBL370259,25
IC50,7.24,CHEMBL3137316,25
IC50,7.40,CHEMBL541908,25
IC50,6.66,CHEMBL3261398,25
IC50,9.18,CHEMBL3970276,25
IC50,8.22,CHEMBL3261409,25
IC50,6.67,CHEMBL2087299,25
IC50,8.08,CHEMBL1586,25
IC50,7.905,CHEMBL1682437,25
IC50,9.133333333333333333333333333,CHEMBL1668077,25
IC50,6.94,CHEMBL4514765,25
IC50,5.57,CHEMBL308900,25
IC50,6.70,CHEMBL196373,25
IC50,7.575,CHEMBL1684357,25
IC50,7.175,CHEMBL3233275,25
IC50,8.59,CHEMBL1766,25
IC50,8.01,CHEMBL374507,25
IC50,9.20,CHEMBL3706956,25
IC50,5.305,CHEMBL211039,25
IC50,5.62,CHEMBL111861,25
IC50,6.88,CHEMBL564234,25
IC50,7.925,CHEMBL3706948,25
IC50,8.015,CHEMBL457035,25
IC50,5.66,CHEMBL1215552,25
IC50,6.75,CHEMBL1084632,25
IC50,8.15,CHEMBL195962,25
IC50,6.07,CHEMBL70503,25
IC50,7.60,CHEMBL181759,25
IC50,6.43,CHEMBL137103,25
IC50,8.05,CHEMBL196374,25
IC50,8.14,CHEMBL3421876,25
IC50,7.80,CHEMBL379158,25
IC50,6.15,CHEMBL203350,25
IC50,7.86,CHEMBL717,25
IC50,8.055,CHEMBL1917245,25
IC50,7.985,CHEMBL48588,25
IC50,8.04,CHEMBL1682429,25
IC50,7.12,CHEMBL235799,25
IC50,8.05,CHEMBL81111,25
IC50,9.21,CHEMBL3901337,25
IC50,7.00,CHEMBL1668070,25
IC50,7.042857142857142857142857143,CHEMBL212312,25
IC50,7.025,CHEMBL379159,25
IC50,9.556666666666666666666666667,CHEMBL3666807,25
IC50,9.39,CHEMBL4449031,25
IC50,7.99,CHEMBL4545820,25
IC50,7.52,CHEMBL3358944,25
IC50,8.57,CHEMBL3421872,25
IC50,6.92,CHEMBL489788,25
IC50,8.30,CHEMBL559742,25
IC50,8.1675,CHEMBL237973,25
IC50,6.43,CHEMBL237385,25
IC50,5.80,CHEMBL1215480,25
IC50,9.76,CHEMBL4070346,25
IC50,6.66,CHEMBL49632,25
IC50,7.60,CHEMBL3093454,25
IC50,9.75,CHEMBL1676,25
IC50,7.21,CHEMBL1950697,25
IC50,6.09,CHEMBL2087284,25
IC50,9.48,CHEMBL3666806,25
IC50,8.15,CHEMBL3647439,25
IC50,6.56,CHEMBL242872,25
IC50,6.34,CHEMBL3967119,25
IC50,6.62,CHEMBL183755,25
IC50,6.58,CHEMBL3138348,25
IC50,8.00,CHEMBL371988,25
IC50,8.40,CHEMBL373497,25
IC50,7.8875,CHEMBL4207016,25
IC50,7.055,CHEMBL416278,25
IC50,9.10,CHEMBL395717,25
IC50,5.55,CHEMBL2112310,25
IC50,8.00,CHEMBL404496,25
IC50,5.00,CHEMBL3955372,25
IC50,5.04,CHEMBL3623004,25
IC50,7.54,CHEMBL4527872,25
IC50,6.70,CHEMBL4515343,25
IC50,6.75,CHEMBL2023234,25
IC50,8.895,CHEMBL3706942,25
IC50,7.175,CHEMBL235800,25
IC50,8.15,CHEMBL363200,25
IC50,6.24,CHEMBL236748,25
IC50,7.76,CHEMBL498651,25
IC50,6.89,CHEMBL300409,25
IC50,7.47,CHEMBL4476413,25
IC50,7.35,CHEMBL237377,25
IC50,8.69,CHEMBL3647442,25
IC50,8.25,CHEMBL223675,25
IC50,8.01,CHEMBL2023614,25
IC50,6.70,CHEMBL1929041,25
IC50,7.945,CHEMBL426386,25
IC50,8.43,CHEMBL1917252,25
IC50,7.65,CHEMBL1911658,25
IC50,7.80,CHEMBL1257342,25
IC50,7.06,CHEMBL3138128,25
IC50,5.53,CHEMBL1393,25
IC50,7.92,CHEMBL47463,25
IC50,9.32,CHEMBL4096557,25
IC50,7.99,CHEMBL2024021,25
IC50,8.72,CHEMBL313062,25
IC50,6.60,CHEMBL1084388,25
IC50,8.846666666666666666666666667,CHEMBL243455,25
IC50,7.68,CHEMBL1254652,25
IC50,6.73,CHEMBL103092,25
IC50,8.575,CHEMBL1682423,25
IC50,7.21,CHEMBL551863,25
IC50,6.22,CHEMBL2181928,25
IC50,8.25,CHEMBL4159987,25
IC50,7.25,CHEMBL3358950,25
IC50,5.58,CHEMBL335992,25
IC50,9.075,CHEMBL3706949,25
IC50,7.06,CHEMBL230901,25
IC50,7.90,CHEMBL212329,25
IC50,6.39,CHEMBL1911663,25
IC50,8.325,CHEMBL302366,25
IC50,8.41,CHEMBL309243,25
IC50,8.63,CHEMBL3914142,25
IC50,6.26,CHEMBL205978,25
IC50,8.465,CHEMBL4215390,25
IC50,8.21,CHEMBL2022656,25
IC50,5.80,CHEMBL1215406,25
IC50,8.45,CHEMBL2023619,25
IC50,7.45,CHEMBL4591353,25
IC50,7.43,CHEMBL3093447,25
IC50,7.80,CHEMBL465927,25
IC50,7.966666666666666666666666667,CHEMBL3261420,25
IC50,7.61,CHEMBL2022865,25
IC50,8.3875,CHEMBL3137304,25
IC50,6.36,CHEMBL1162,25
IC50,5.79,CHEMBL2087295,25
IC50,9.125,CHEMBL3706960,25
IC50,8.85,CHEMBL3904106,25
IC50,8.00,CHEMBL1257221,25
IC50,7.585,CHEMBL3358934,25
IC50,6.32,CHEMBL233659,25
IC50,8.035,CHEMBL1917247,25
IC50,7.725,CHEMBL511812,25
IC50,9.253333333333333333333333333,CHEMBL3915997,25
IC50,7.35,CHEMBL2022660,25
IC50,5.75,CHEMBL390634,25
IC50,7.28,CHEMBL4208652,25
IC50,7.88,CHEMBL4171957,25
IC50,5.195,CHEMBL4473051,25
IC50,9.30,CHEMBL550258,25
IC50,7.11,CHEMBL3582114,25
IC50,6.96,CHEMBL4578762,25
IC50,6.78,CHEMBL231414,25
IC50,7.60,CHEMBL1083709,25
IC50,7.045,CHEMBL416869,25
IC50,7.30,CHEMBL185264,25
IC50,5.92,CHEMBL2087283,25
IC50,6.85,CHEMBL1085625,25
IC50,7.15,CHEMBL1083487,25
IC50,6.85,CHEMBL1950696,25
IC50,7.47,CHEMBL304877,25
IC50,7.833333333333333333333333333,CHEMBL1668074,25
IC50,8.29,CHEMBL500678,25
IC50,7.32,CHEMBL3126937,25
IC50,5.76,CHEMBL402063,25
IC50,6.85,CHEMBL65469,25
IC50,7.34,CHEMBL392499,25
IC50,4.05,CHEMBL123,25
IC50,6.13,CHEMBL233038,25
IC50,7.80,CHEMBL1668065,25
IC50,4.60,CHEMBL307754,25
IC50,7.96,CHEMBL236755,25
IC50,8.45,CHEMBL3421885,25
IC50,5.85,CHEMBL218778,25
IC50,7.09,CHEMBL396983,25
IC50,7.11,CHEMBL1911653,25
IC50,6.54,CHEMBL388017,25
IC50,6.975,CHEMBL3358942,25
IC50,6.96,CHEMBL242821,25
IC50,8.449,CHEMBL384467,25
IC50,7.546666666666666666666666667,CHEMBL4212650,25
IC50,7.36,CHEMBL232428,25
IC50,8.05,CHEMBL208840,25
IC50,5.14,CHEMBL457977,25
IC50,7.145,CHEMBL308743,25
IC50,7.215,CHEMBL379024,25
IC50,6.89,CHEMBL304839,25
IC50,7.90,CHEMBL377176,25
IC50,10.10,CHEMBL3901719,25
IC50,7.84,CHEMBL1917255,25
IC50,6.36,CHEMBL3261177,25
IC50,7.775,CHEMBL97206,25
IC50,7.445,CHEMBL304019,25
IC50,8.115,CHEMBL384444,25
IC50,7.385,CHEMBL4209216,25
IC50,8.82,CHEMBL183914,25
IC50,7.91,CHEMBL4483408,25
IC50,5.71,CHEMBL63870,25
IC50,7.445,CHEMBL190109,25
IC50,7.595,CHEMBL3233271,25
IC50,6.845,CHEMBL184508,25
IC50,4.05,CHEMBL19954,25
IC50,8.11,CHEMBL4208799,25
IC50,7.85,CHEMBL196509,25
IC50,8.25,CHEMBL234988,25
IC50,8.256666666666666666666666667,CHEMBL1255080,25
IC50,7.60,CHEMBL1086261,25
IC50,8.54,CHEMBL1917250,25
IC50,6.33,CHEMBL420742,25
IC50,8.15,CHEMBL555872,25
IC50,8.60,CHEMBL196185,25
IC50,6.87,CHEMBL4475716,25
IC50,5.54,CHEMBL3578284,25
IC50,7.10,CHEMBL196067,25
IC50,7.55,CHEMBL3358931,25
IC50,7.525,CHEMBL49386,25
IC50,5.60,CHEMBL162569,25
IC50,8.575,CHEMBL221491,25
IC50,7.37,CHEMBL4165975,25
IC50,6.13,CHEMBL196929,25
IC50,5.92,CHEMBL233243,25
IC50,6.77,CHEMBL184308,25
IC50,7.385,CHEMBL2024027,25
IC50,5.70,CHEMBL2419308,25
IC50,7.028571428571428571428571429,CHEMBL377154,25
IC50,9.60,CHEMBL560797,25
IC50,8.06,CHEMBL3094482,25
IC50,7.92,CHEMBL404879,25
IC50,8.93,CHEMBL3647443,25
IC50,7.39,CHEMBL564310,25
IC50,7.865,CHEMBL3126940,25
IC50,7.0525,CHEMBL2087287,25
IC50,7.57,CHEMBL235205,25
IC50,7.835,CHEMBL3233280,25
IC50,6.16,CHEMBL1255079,25
IC50,6.19,CHEMBL220023,25
